timestamp,machine_id,rpm,pressure,temperature,vib_x,vib_y,vib_z,failure_mode,degradation_level,failure_event,rpm_mean_60min,pressure_mean_60min,temperature_mean_60min,vib_x_mean_60min,vib_y_mean_60min,vib_z_mean_60min,rpm_std_60min,pressure_std_60min,temperature_std_60min,vib_x_std_60min,vib_y_std_60min,vib_z_std_60min,rpm_max_60min,pressure_max_60min,temperature_max_60min,vib_x_max_60min,vib_y_max_60min,vib_z_max_60min,vib_overall,vib_x_rms_60min,vib_y_rms_60min,vib_z_rms_60min,vib_x_kurtosis_60min,vib_y_kurtosis_60min,vib_z_kurtosis_60min,vib_x_crest_60min,vib_y_crest_60min,vib_z_crest_60min
13/10/2025 1:25,M01,1628.69355,8.06059279,30.53025674,2.034477269,2.211380954,1.403690944,misalignment,0,0,,,,,,,,,,,,,,,,,,,3.316572289,,,,,,,,,
13/10/2025 1:30,M01,1627.590234,7.827650086,29.41940094,1.851593971,2.38273946,1.666805358,misalignment,0,0,1628.20089,7.919379785,29.74981701,2.26546034,2.475096326,1.611198932,0.531466516,0.376947081,0.782020923,0.58267336,0.321380373,0.249641941,1629.009277,8.565439188,30.69324685,3.074124034,2.879952966,2.199496705,3.447330514,,,,,,,,,
13/10/2025 1:35,M01,1628.00462,7.961060339,29.89850843,1.803921031,1.768861213,1.584714855,misalignment,0,0,1628.183047,7.923168927,29.76333441,2.223502221,2.410893134,1.608791289,0.507654377,0.357824154,0.743243549,0.570019948,0.371886217,0.236965721,1629.009277,8.565439188,30.69324685,3.074124034,2.879952966,2.199496705,2.982335033,,,,,,,,,
13/10/2025 1:40,M01,1628.775864,8.106559011,29.10685778,1.617352258,1.830763439,2.249519774,misalignment,0,0,1628.232449,7.938451434,29.70862802,2.172989724,2.362548993,1.662185329,0.513391128,0.345254914,0.733556582,0.57096625,0.392138446,0.291991507,1629.009277,8.565439188,30.69324685,3.074124034,2.879952966,2.249519774,3.320822535,2.240696304,2.392194792,1.685530833,2.044557405,1.933744093,3.218196981,1.37195033,1.203895676,1.334606126
13/10/2025 1:45,M01,1629.339694,8.057119004,27.82625675,1.231146807,1.783459123,2.238922711,misalignment,0,0,1628.393065,7.945620292,29.54480046,2.082798815,2.303919655,1.744060991,0.534539479,0.346883572,0.911214156,0.629267734,0.423202469,0.305313878,1629.339694,8.565439188,30.69324685,3.074124034,2.879952966,2.249519774,3.115962742,2.168186023,2.339277897,1.768388323,1.858734843,1.513799134,2.187869628,1.417832235,1.231129046,1.272073416
13/10/2025 1:50,M01,1629.717506,7.966716491,29.63315459,1.844992332,2.949319449,2.204672078,misalignment,0,0,1628.535456,7.914393092,29.64231832,2.021822076,2.321737366,1.790187075,0.640045874,0.324132156,0.845130002,0.612278846,0.446864562,0.33075432,1629.717506,8.565439188,30.69324685,3.074124034,2.949319449,2.249519774,4.118623665,2.105091315,2.360828599,1.817980102,2.159566739,1.572404897,1.537705361,1.460328116,1.24927301,1.237373155
13/10/2025 1:55,M01,1629.644941,7.909318256,29.80417066,2.892186779,2.996666363,2.161106009,misalignment,0,0,1628.699727,7.919048878,29.56822863,2.161726056,2.425891449,1.786987851,0.651623097,0.323577957,0.781174289,0.602476074,0.446337273,0.326594868,1629.717506,8.565439188,30.575893,3.074124034,2.996666363,2.249519774,4.692028648,2.237362027,2.463242755,1.814139218,1.810552553,1.790944322,1.558110295,1.373994909,1.216553406,1.239992913
13/10/2025 2:00,M01,1630.28632,7.972698402,30.11069274,2.706585553,2.733276477,1.643527257,misalignment,0,0,1628.875733,7.869653813,29.52946195,2.131097849,2.452467355,1.783329813,0.771076717,0.253611909,0.736910722,0.559699301,0.454998895,0.328053992,1630.28632,8.106559011,30.53025674,2.991230087,2.996666363,2.249519774,4.183011773,2.197438525,2.490856905,1.810777832,1.837740279,1.771214392,1.557349916,1.361234934,1.203066445,1.242294739
13/10/2025 2:05,M01,1630.823763,7.852633242,28.84633965,1.851168789,1.670102213,1.250308878,misalignment,0,0,1629.09081,7.901830688,29.40733891,2.146329256,2.351646459,1.755386864,0.923398538,0.220092987,0.716622202,0.54833433,0.484733945,0.359224894,1630.823763,8.106559011,30.53025674,2.991230087,2.996666363,2.249519774,2.789146747,2.209602664,2.397003855,1.788762707,1.930833212,1.537181276,1.63067759,1.353741166,1.250171691,1.257584231
13/10/2025 2:10,M01,1631.0205,8.316556204,28.54374108,3.273678774,2.736059939,1.537457197,misalignment,0,0,1629.258412,7.984540536,29.32336822,2.169866646,2.353368212,1.743499368,1.07700267,0.162063968,0.756154082,0.592205994,0.486177977,0.364267424,1631.0205,8.316556204,30.53025674,3.273678774,2.996666363,2.249519774,4.535060235,2.24272235,2.398960931,1.778039156,2.240463408,1.529452856,1.605556627,1.459689726,1.249151799,1.265168861
13/10/2025 2:15,M01,1631.023482,7.753522967,28.83627729,2.081041522,1.679893188,1.764171025,misalignment,0,0,1629.453726,7.955652529,29.27050898,2.14291121,2.280189221,1.76805283,1.170939465,0.170265749,0.76701983,0.587900897,0.517641059,0.353904413,1631.023482,8.316556204,30.53025674,3.273678774,2.996666363,2.249519774,3.203915471,2.215602318,2.333427906,1.800228259,2.387487379,1.382899747,1.651324688,1.477557027,1.284233532,1.249574749
13/10/2025 2:20,M01,1630.843022,8.086180544,28.03347866,2.465429881,2.42423148,1.946702773,misalignment,0,0,1629.646958,7.989217278,29.21576128,2.137797914,2.263896108,1.804299905,1.194693906,0.150240301,0.832811383,0.584515663,0.508986228,0.347482362,1631.023482,8.316556204,30.53025674,3.273678774,2.996666363,2.249519774,3.967983676,2.209834142,2.315751207,1.834715275,2.452933878,1.473680747,1.671080384,1.481413791,1.294036403,1.226086579
13/10/2025 2:25,M01,1630.228326,8.09828309,28.04204077,2.555586735,2.729164756,2.017691562,misalignment,0,0,1629.774856,7.992358136,29.00840995,2.181223703,2.307044758,1.855466623,1.165135057,0.152248641,0.784109767,0.595398027,0.525799148,0.327777082,1631.023482,8.316556204,30.11069274,3.273678774,2.996666363,2.249519774,4.2485813,2.254483108,2.361330458,1.88181855,2.174037932,1.329952325,1.91733039,1.452075095,1.269058446,1.195396748
13/10/2025 2:30,M01,1630.84187,7.568943052,28.8517281,1.853681189,2.633990334,1.22265373,misalignment,0,0,1630.045826,7.970799217,28.96110388,2.181397637,2.327982331,1.818453987,0.973176004,0.191061695,0.774120652,0.595293273,0.534025478,0.372977679,1631.023482,8.316556204,30.11069274,3.273678774,2.996666363,2.249519774,3.445130067,2.254626035,2.383467994,1.853184976,2.174960034,1.279095314,1.763046053,1.451983044,1.257271493,1.213866831
13/10/2025 2:35,M01,1636.093669,8.090699924,28.28783512,1.93014699,2.210352574,1.406285284,misalignment,0,0,1630.719913,7.981602515,28.8268811,2.191916467,2.364773278,1.803584856,1.843291423,0.194101914,0.735481606,0.589099886,0.506502515,0.386456137,1636.093669,8.316556204,30.11069274,3.273678774,2.996666363,2.249519774,3.254038138,2.263319815,2.413983993,1.841146649,2.231622536,1.484997418,1.593498081,1.446405741,1.241377893,1.221803692
13/10/2025 2:40,M01,1635.90902,8.292286381,28.02251123,3.056754715,1.898261238,1.635924159,misalignment,0,0,1631.314343,7.997079796,28.73651889,2.311866672,2.370398094,1.752451888,2.261984263,0.211588551,0.764014821,0.607722274,0.50037078,0.361902673,1636.093669,8.316556204,30.11069274,3.273678774,2.996666363,2.238922711,3.952643794,2.383962389,2.418324585,1.786378097,2.057778078,1.518231005,1.68394634,1.373209069,1.239149774,1.253330812
13/10/2025 2:45,M01,1635.991637,7.951673977,28.48684842,2.301058836,2.220614489,1.52503786,misalignment,0,0,1631.868671,7.988292711,28.79156819,2.401026008,2.406827708,1.692961484,2.532924715,0.211057358,0.714670819,0.5044672,0.468662745,0.332114845,1636.093669,8.316556204,30.11069274,3.273678774,2.996666363,2.204672078,3.542843624,2.449123472,2.448297501,1.722564126,1.789798327,1.824696394,1.853298554,1.336673635,1.223979668,1.279878087
13/10/2025 2:50,M01,1636.422007,8.173048644,27.95895661,2.944688841,2.538777778,1.679413261,misalignment,0,0,1632.42738,8.005487057,28.6520517,2.492667384,2.372615902,1.649189916,2.745778203,0.217447751,0.698680205,0.494053443,0.439541147,0.290555486,1636.422007,8.316556204,30.11069274,3.273678774,2.996666363,2.161106009,4.235211196,2.537151701,2.409647887,1.672487567,1.679380565,1.948468834,2.190394942,1.290296821,1.243611724,1.292150717
13/10/2025 2:55,M01,1637.303272,7.985634922,29.53068511,2.353112942,2.488073363,1.3378257,misalignment,0,0,1633.065574,8.011846779,28.62926123,2.447744564,2.330233152,1.580583224,2.924460057,0.215486571,0.661134013,0.47869328,0.396289207,0.253530426,1637.303272,8.316556204,30.11069274,3.273678774,2.736059939,2.017691562,3.676605388,2.490282133,2.360920284,1.59911367,1.907862231,1.985999233,2.123115256,1.314581481,1.15889552,1.261756183
13/10/2025 3:00,M01,1637.800365,8.040398077,27.8253179,2.361805173,2.291886214,1.711547503,misalignment,0,0,1633.691744,8.017488419,28.43881333,2.419012865,2.293450631,1.586251578,3.075800765,0.215254549,0.506729328,0.472045897,0.375413422,0.255815732,1637.800365,8.316556204,29.53068511,3.273678774,2.736059939,2.017691562,3.709482572,2.460870096,2.321444901,1.605048997,2.101626808,2.049015207,2.036697189,1.330293208,1.178602145,1.257090323
13/10/2025 3:05,M01,1637.655029,8.211592656,28.8435799,2.922114533,2.707226536,1.467177133,misalignment,0,0,1634.261017,8.047401703,28.43858335,2.508258344,2.379877657,1.604323932,3.128454705,0.215204195,0.506528144,0.455889535,0.336195194,0.236885181,1637.800365,8.316556204,29.53068511,3.273678774,2.736059939,2.017691562,4.245048599,2.545952785,2.401546572,1.620275795,1.907579024,2.661320211,2.266787402,1.285836404,1.13929081,1.245276617
13/10/2025 3:10,M01,1638.019523,7.95407094,28.24738339,2.112410963,1.709048003,1.262816667,misalignment,0,0,1634.844269,8.017194598,28.41388688,2.411486027,2.294293329,1.581437221,3.121811059,0.198805102,0.508156978,0.398250274,0.366624625,0.256396517,1638.019523,8.292286381,29.53068511,3.056754715,2.729164756,2.017691562,2.996302904,2.44144449,2.320989953,1.600376392,1.944447349,2.019544736,1.997501148,1.252027121,1.175862374,1.260760639
13/10/2025 3:15,M01,1637.389143,8.134943056,28.31997871,2.429451821,1.904163268,1.567297912,misalignment,0,0,1635.37474,8.048979605,28.37086199,2.440520218,2.312982503,1.565031129,2.949636641,0.182651353,0.490699876,0.384429858,0.336974815,0.24985619,1638.019523,8.292286381,29.53068511,3.056754715,2.729164756,2.017691562,3.461863176,2.468118661,2.335375219,1.583208201,2.094638502,1.993629096,2.273419171,1.238495848,1.168619386,1.274432232
13/10/2025 3:20,M01,1638.104546,7.603354991,27.86763063,2.211827648,1.946229263,1.583870068,misalignment,0,0,1635.979867,8.008744142,28.35704133,2.419386699,2.273148985,1.53479507,2.666716447,0.222536486,0.503241512,0.389868249,0.35060511,0.219590591,1638.104546,8.292286381,29.53068511,3.056754715,2.729164756,2.017691562,3.344941596,2.448012012,2.29780038,1.549128012,2.043556772,1.665799586,3.099355157,1.248668184,1.187729264,1.302469225
13/10/2025 3:25,M01,1638.026734,8.014283498,27.47720448,1.599928381,2.685345245,2.477784597,misalignment,0,0,1636.629735,8.001744176,28.30997163,2.339748503,2.269497359,1.573136156,2.006050958,0.220778134,0.558738275,0.452148843,0.345616543,0.32596989,1638.104546,8.292286381,29.53068511,3.056754715,2.707226536,2.477784597,3.988767531,2.37945899,2.293494021,1.603795198,2.135063217,1.655726619,6.136458149,1.284642739,1.18039398,1.544950752
13/10/2025 3:30,M01,1637.690278,7.543914212,27.47746034,2.612880446,2.711217769,1.639839559,misalignment,0,0,1637.200435,7.99965844,28.19544932,2.403015107,2.275932978,1.607901642,0.851929545,0.225310309,0.578105348,0.430552711,0.353646398,0.306879871,1638.104546,8.292286381,29.53068511,3.056754715,2.711217769,2.477784597,4.106935572,2.438115927,2.300981214,1.634525928,2.360234965,1.648254137,6.645825075,1.253736412,1.178287659,1.515904126
13/10/2025 3:35,M01,1637.371171,7.880912814,27.02578727,1.944428956,2.611448651,2.79002145,misalignment,0,0,1637.306894,7.982176181,28.09027867,2.404205271,2.309357651,1.723212989,0.777632876,0.225742514,0.667635414,0.429144181,0.365636058,0.450567865,1638.104546,8.292286381,29.53068511,3.056754715,2.711217769,2.79002145,4.287736899,2.439061429,2.335740071,1.776388694,2.375378011,1.587380813,4.074695893,1.253250401,1.160753203,1.570614281
13/10/2025 3:40,M01,1637.340916,7.811892299,27.52465934,0.941457742,2.422373844,2.566869413,misalignment,0,0,1637.426219,7.94214334,28.04879101,2.227930523,2.353033702,1.80079176,0.641595153,0.20761705,0.68740524,0.553234138,0.342645885,0.510351095,1638.104546,8.211592656,29.53068511,2.944688841,2.711217769,2.79002145,3.652814846,2.29002986,2.37579249,1.865905772,3.622338905,2.091458232,2.435681581,1.285873557,1.141184586,1.495263851
13/10/2025 3:45,M01,1637.144948,8.084114363,27.79701264,2.637957257,2.58054287,1.632560087,misalignment,0,0,1637.522328,7.953180039,27.99130469,2.256005392,2.383027734,1.809751946,0.470814838,0.211650756,0.6761944,0.565690561,0.345740062,0.505994871,1638.104546,8.211592656,29.53068511,2.944688841,2.711217769,2.79002145,4.035253701,2.320107538,2.405908565,1.873471915,3.526805227,2.29980082,2.439171998,1.269203601,1.126899754,1.489225127
13/10/2025 3:50,M01,1638.290343,7.872785972,25.67374736,2.813180355,2.284346104,1.392512094,misalignment,0,0,1637.678022,7.92815815,27.80087059,2.245046351,2.361825094,1.785843515,0.372532454,0.200763164,0.95176732,0.552250089,0.34311189,0.519316025,1638.290343,8.211592656,29.53068511,2.922114533,2.711217769,2.79002145,3.88217861,2.306468787,2.384561399,1.853767003,3.654413202,2.160084576,2.416884205,1.266921343,1.136988031,1.505055083
13/10/2025 3:55,M01,1637.931674,8.441223462,26.28734935,2.930228329,2.549258857,1.258665946,misalignment,0,0,1637.730389,7.966123862,27.53059261,2.2931393,2.366923885,1.779246869,0.358985795,0.249727128,0.873152979,0.586578875,0.345604119,0.525984316,1638.290343,8.441223462,28.8435799,2.930228329,2.711217769,2.79002145,4.082793008,2.360908666,2.389940871,1.849141413,3.354370344,2.148661585,2.393801916,1.241144298,1.134428806,1.508819948
13/10/2025 4:00,M01,1637.948405,7.875915463,26.24379364,1.846875717,1.155501212,2.115889461,misalignment,0,0,1637.742726,7.952416977,27.39879892,2.250228512,2.272225135,1.812942032,0.364116205,0.249793801,0.941319724,0.599785014,0.492504202,0.534141212,1638.290343,8.441223462,28.8435799,2.930228329,2.711217769,2.79002145,3.036959199,2.322346209,2.32063657,1.883690547,2.841030905,3.061365723,2.04459888,1.261753445,1.168307784,1.481146388
13/10/2025 4:05,M01,1637.962857,7.706959238,27.26759609,1.472161404,1.824902242,2.338485309,misalignment,0,0,1637.768378,7.910364192,27.26746694,2.129399085,2.198698111,1.885551047,0.368196725,0.244618925,0.824056269,0.598173226,0.48749463,0.542029244,1638.290343,8.441223462,28.31997871,2.930228329,2.711217769,2.79002145,3.311501311,2.205070083,2.247692182,1.955662414,2.342303341,2.574128449,1.65775362,1.328859501,1.206222894,1.426637558
13/10/2025 4:10,M01,1637.977419,7.448707129,27.16747461,2.734943485,2.943977742,1.992854516,misalignment,0,0,1637.764869,7.868250541,27.17747454,2.181276795,2.301608922,1.946387534,0.365778591,0.277678174,0.764099868,0.623044077,0.504773399,0.505520047,1638.290343,8.441223462,28.31997871,2.930228329,2.943977742,2.79002145,4.485352821,2.261372088,2.351800757,2.005661755,2.23479588,3.142794742,1.720920359,1.295774519,1.251797259,1.391072768
13/10/2025 4:15,M01,1638.005519,7.961647298,26.46167268,1.750890051,2.622449165,2.424898106,misalignment,0,0,1637.816234,7.853809228,27.0226157,2.124729981,2.36146608,2.017854217,0.351207774,0.266842189,0.696851105,0.62923435,0.495868283,0.50767109,1638.290343,8.441223462,27.86763063,2.930228329,2.943977742,2.79002145,3.977811763,2.208487877,2.408716869,2.075569339,1.995686323,3.905619002,1.630780619,1.326802995,1.22221826,1.344219823
13/10/2025 4:20,M01,1637.765161,7.882112687,27.52864605,3.155538367,2.655489703,1.507401762,misalignment,0,0,1637.787952,7.877039036,26.99436699,2.203372541,2.420571117,2.011481858,0.339344542,0.254924332,0.665654614,0.696488507,0.484002846,0.514053541,1638.290343,8.441223462,27.79701264,3.155538367,2.943977742,2.79002145,4.391048624,2.302069093,2.464528702,2.070818531,1.854299836,5.0268731,1.59464924,1.370740078,1.194539848,1.347303691
13/10/2025 4:25,M01,1637.47388,8.156307366,26.31383289,2.688606803,2.028063325,1.503231184,misalignment,0,0,1637.741881,7.888874359,26.89741935,2.294095743,2.365797624,1.930269074,0.341501436,0.264974171,0.673610705,0.681482187,0.488485759,0.510658735,1638.290343,8.441223462,27.79701264,3.155538367,2.943977742,2.79002145,3.688001001,2.385076886,2.411582856,1.991225756,2.215965343,4.160403774,1.701526114,1.323034233,1.220765745,1.401157775
13/10/2025 4:30,M01,1637.04322,8.180223872,26.78212613,2.032232599,2.448551447,1.077355136,misalignment,0,0,1637.687959,7.941900164,26.83947484,2.245708422,2.343908763,1.883395372,0.396969131,0.253066759,0.648622273,0.677391408,0.477358771,0.56288566,1638.290343,8.441223462,27.79701264,3.155538367,2.943977742,2.79002145,3.359474306,2.337483086,2.388051592,1.958983164,2.107893742,4.263809245,1.682524754,1.349972706,1.232794866,1.424219208
13/10/2025 4:35,M01,1636.299548,8.152165117,26.85161294,1.67461594,2.864168196,2.064177578,misalignment,0,0,1637.598657,7.964504522,26.82496031,2.223224004,2.364968726,1.822908383,0.561253609,0.259164924,0.646017614,0.692607788,0.495466298,0.491014736,1638.290343,8.441223462,27.79701264,3.155538367,2.943977742,2.566869413,3.907509063,2.320011866,2.412075183,1.882551235,1.918130122,3.994342829,1.68264832,1.360138891,1.220516575,1.363505739
13/10/2025 4:40,M01,1636.408129,7.72754718,26.1966209,2.114031283,1.978935787,1.548066344,misalignment,0,0,1637.520925,7.957475762,26.71429044,2.320938466,2.328015554,1.738008127,0.656677634,0.264763443,0.628778338,0.566583215,0.507193259,0.435640977,1638.290343,8.441223462,27.79701264,3.155538367,2.943977742,2.424898106,3.28356887,2.383489149,2.378122019,1.787355604,1.537729069,3.341013784,1.799077297,1.323915558,1.237942258,1.356695948
13/10/2025 4:45,M01,1636.900751,7.645095332,26.84222901,1.132241338,2.588305915,1.935377982,misalignment,0,0,1637.500576,7.920890843,26.63472514,2.195462139,2.328662475,1.763242952,0.672969556,0.275776459,0.532327432,0.650506808,0.507549462,0.437742939,1638.290343,8.441223462,27.52864605,3.155538367,2.943977742,2.424898106,3.424468702,2.282093305,2.378824956,1.812367608,1.722626324,3.337581979,1.740784493,1.382738541,1.237576449,1.337972548
13/10/2025 4:50,M01,1636.629631,7.848069921,25.91617375,2.544621915,2.321866941,1.369884999,misalignment,0,0,1637.362183,7.918831172,26.65492734,2.173082269,2.331789211,1.76135736,0.666520831,0.276260271,0.495895672,0.631669983,0.507367174,0.439530135,1638.005519,8.441223462,27.52864605,3.155538367,2.943977742,2.424898106,3.707121753,2.255669066,2.381850244,1.810930036,1.850011559,3.367624491,1.72642844,1.398936756,1.236004551,1.339034672
13/10/2025 4:55,M01,1636.350745,7.724556434,26.04755137,2.417606023,2.904035119,2.266202029,misalignment,0,0,1637.230439,7.85910892,26.63494417,2.130363744,2.361353899,1.845318701,0.69916557,0.22594551,0.516459782,0.59189218,0.530978464,0.430921796,1638.005519,8.180223872,27.52864605,3.155538367,2.943977742,2.424898106,4.406121933,2.20444808,2.415457622,1.890878165,2.11878248,3.133587512,1.855141327,1.431441455,1.218807449,1.282419011
13/10/2025 5:00,M01,1636.192928,7.983626016,26.04834509,2.901425621,2.575466831,1.812424715,misalignment,0,0,1637.084149,7.868084799,26.61865679,2.218242902,2.479684368,1.820029972,0.718666894,0.228795335,0.532741979,0.623421488,0.372346109,0.422420382,1638.005519,8.180223872,27.52864605,3.155538367,2.943977742,2.424898106,4.282076993,2.297143457,2.505179179,1.864424352,1.943385008,2.018698731,1.93341765,1.373679278,1.175156558,1.300614908
13/10/2025 5:05,M01,1635.96303,7.873259899,26.35885076,1.556750029,2.169597599,2.473912356,misalignment,0,0,1636.917497,7.881943188,26.54292802,2.225291954,2.508408981,1.831315559,0.728186302,0.223114532,0.495389008,0.614634912,0.327881742,0.439014044,1638.005519,8.180223872,27.52864605,3.155538367,2.943977742,2.473912356,3.640173999,2.30178605,2.527976104,1.878932914,1.983622757,1.917281091,1.95343048,1.370908633,1.164559165,1.316658161
13/10/2025 5:10,M01,1635.24531,8.124868975,26.68917347,1.462090302,2.639661436,2.065189912,misalignment,0,0,1636.689821,7.938290008,26.50306959,2.119220856,2.483049289,1.837343509,0.791060672,0.186059844,0.458433888,0.628364108,0.301866993,0.441920702,1638.005519,8.180223872,27.52864605,3.155538367,2.904035119,2.473912356,3.656573521,2.202960516,2.499812755,1.88543114,1.887123184,2.058272623,1.91199985,1.432408046,1.161701057,1.312120238
13/10/2025 5:15,M01,1635.928301,7.813024667,25.30210538,1.658998635,3.05452334,2.225271798,misalignment,0,0,1636.51672,7.925904789,26.40643898,2.111563238,2.51905547,1.820707983,0.698884086,0.189282387,0.575273022,0.633797301,0.342975406,0.421057116,1637.765161,8.180223872,27.52864605,3.155538367,3.05452334,2.473912356,4.127253794,2.197026037,2.540368066,1.864803626,1.845549097,1.996948373,1.979762022,1.436277183,1.202394008,1.326634248
13/10/2025 5:20,M01,1636.148231,7.479538737,24.85826037,1.798545873,1.743205877,1.929372848,misalignment,0,0,1636.381975,7.89235696,26.18390684,1.99848053,2.443031818,1.85587224,0.58248172,0.229213172,0.616706147,0.545504989,0.405409621,0.409987695,1637.47388,8.180223872,26.85161294,2.901425621,3.05452334,2.473912356,3.161647288,2.065599707,2.473674394,1.896930201,1.927849325,1.983958609,2.261574628,1.404640798,1.234812208,1.304166255
13/10/2025 5:25,M01,1635.792803,8.112270708,26.01194971,1.599694573,1.726830281,1.56556771,misalignment,0,0,1636.241886,7.888687238,26.15874991,1.907737844,2.417929064,1.861066951,0.490963945,0.224915358,0.617081489,0.509659224,0.441187507,0.405483572,1637.04322,8.180223872,26.85161294,2.901425621,3.05452334,2.473912356,2.827006862,1.969154682,2.454548195,1.901127484,2.412591784,1.937011043,2.354397666,1.473437128,1.244434046,1.301286935
13/10/2025 5:30,M01,1635.941817,8.582472976,24.28639051,2.164650881,1.572439779,1.203268633,misalignment,0,0,1636.150102,7.922207997,25.95077194,1.918772701,2.344919758,1.871559742,0.42622179,0.292219943,0.785479528,0.514014673,0.503718958,0.384442859,1636.900751,8.582472976,26.85161294,2.901425621,3.05452334,2.473912356,2.933621601,1.980879141,2.394000222,1.907410763,2.294247581,1.6788481,2.074380101,1.464716126,1.27590771,1.297000312
13/10/2025 5:35,M01,1635.723011,8.097129438,25.50502046,1.825625797,1.913469216,1.329414227,misalignment,0,0,1636.102057,7.91762169,25.8385559,1.931356856,2.265694843,1.810329463,0.4401124,0.288693337,0.739952675,0.509320886,0.489180415,0.408721932,1636.900751,8.582472976,26.84222901,2.901425621,3.05452334,2.473912356,2.960002733,1.991966304,2.313596582,1.85214072,2.33000958,1.740380595,1.800501535,1.456563605,1.320248899,1.335704317
13/10/2025 5:40,M01,1635.617616,7.546304391,25.75431813,3.02872255,3.000466113,1.74497734,misalignment,0,0,1636.036181,7.902518124,25.80169734,2.007581128,2.350822371,1.826738712,0.449202846,0.303882913,0.731462569,0.599591168,0.522491407,0.401117483,1636.900751,8.582472976,26.84222901,3.02872255,3.05452334,2.473912356,4.606615146,2.08804512,2.403458615,1.866671268,1.995077601,1.626582719,1.923003007,1.450506276,1.270886597,1.325306924
13/10/2025 5:45,M01,1635.800028,7.562211677,24.28905236,1.614928712,2.679481217,2.227836712,misalignment,0,0,1635.944454,7.895611153,25.58893261,2.047805076,2.358420312,1.851110273,0.360168753,0.311121517,0.771514163,0.549640034,0.526903081,0.416892947,1636.629631,8.582472976,26.68917347,3.02872255,3.05452334,2.473912356,3.840686234,2.114340192,2.411770647,1.89365405,1.974427799,1.591545188,1.748786958,1.432466999,1.266506558,1.306422551
13/10/2025 5:50,M01,1636.276944,8.333155853,24.77520598,2.10366319,2.52846808,1.380944722,misalignment,0,0,1635.915064,7.936034981,25.49385197,2.011058515,2.375637074,1.852031917,0.310081162,0.334981512,0.797390942,0.52770819,0.528971431,0.415743006,1636.350745,8.582472976,26.68917347,3.02872255,3.05452334,2.473912356,3.567290004,2.073553944,2.42902135,1.894323348,2.47358378,1.594882124,1.753821971,1.46064324,1.257511936,1.305960969
